Movie Title
Bridge on the River Kwai
The Magnificent Seven
The Dirty Dozen
Butch Cassidy and the Sundance Kid
The Wild Bunch
True Grit
The Outlaw Josey Wales
High Noon
The Sound of Music
West Side Story
My Fair Lady
Mary Poppins
The Wizard of Oz
Gone with the Wind
An American in Paris
The King and I
Gentlemen Prefer Blondes
La Dolce Vita
8½
Amarcord
Cinema Paradiso
The Kid
Metropolis
Nosferatu
M
In Bruges
The Lobster
Seven Psychopaths
Burn After Reading
O Brother
Where Art Thou?
Sideways
Little Miss Sunshine
The Royal Tenenbaums
The Life Aquatic with Steve Zissou
Rushmore
Moonrise Kingdom
Fantastic Mr. Fox
Isle of Dogs
Midnight in Paris
Chef
Juno
The Breakfast Club
Ferris Bueller's Day Off
Stand by Me
The Goonies
Home Alone
Toy Story
Toy Story 2
Toy Story 3
Up
Inside Out
Monsters
Inc.
Finding Nemo
Finding Dory
The Incredibles
Ratatouille
Shrek
Shrek 2
The Princess Bride
Edward Scissorhands
Big Fish
The Nightmare Before Christmas
Beetlejuice
Hocus Pocus
Jurassic Park
The Lost World: Jurassic Park
King Kong (1933)
King Kong (2005)
Godzilla (1954)
Godzilla (2014)
Pacific Rim
Cloverfield
Independence Day
Men in Black
The Fifth Element
Star Trek (2009)
Star Trek II: The Wrath of Khan
Star Trek: First Contact
Avatar
The Avengers
Iron Man
Captain America: The First Avenger
Thor
Black Panther
Guardians of the Galaxy
Captain America: Civil War
Doctor Strange
Spider-Man (2002)
Spider-Man 2
Spider-Man 3
The Amazing Spider-Man
The Amazing Spider-Man 2
Batman Begins
The Dark Knight Rises
Man of Steel
Batman v Superman: Dawn of Justice
Wonder Woman
Aquaman
Shazam!
Deadpool
Logan
X-Men
X2: X-Men United
X-Men: The Last Stand
X-Men: First Class
The Wolverine
Fantastic Four (2005)
Hellboy
Constantine
The Crow
Blade
Underworld
Resident Evil
I Am Legend
28 Days Later
World War Z
Contagion
The Ring
The Grudge
Insidious
Annabelle
It (2017)
It (1990)
Carrie
Halloween (1978)
Friday the 13th
A Nightmare on Elm Street
The Texas Chainsaw Massacre
The Exorcism of Emily Rose
Paranormal Activity
Sinister
The Babadook
Hereditary
Midsommar
Suspiria
Poltergeist
Child's Play
Jeepers Creepers
Candyman
Drag Me to Hell
The Others
The Orphanage
Let the Right One In
Pan's Labyrinth
A Quiet Place
Bird Box
Crazy Rich Asians
The Hangover
Superbad
Step Brothers
Knocked Up
Anchorman: The Legend of Ron Burgundy
Talladega Nights: The Ballad of Ricky Bobby
Wedding Crashers
Tropic Thunder
Zoolander
Old School
Pineapple Express
Shaun of the Dead
Hot Fuzz
The World's End
This Is the End
Neighbors
Game Night
Role Models
Dodgeball: A True Underdog Story
The 40-Year-Old Virgin
Super Troopers
Office Space
Harold & Kumar Go to White Castle
Harold & Kumar Escape from Guantanamo Bay
Coming to America
Trading Places
Police Academy
Caddyshack
National Lampoon's Vacation
Planes
Trains and Automobiles
The Jerk
Monty Python and the Holy Grail
Life of Brian
What We Do in the Shadows
Hunt for the Wilderpeople
Boy
The Lego Movie
The Lego Batman Movie
The Lego Movie 2: The Second Part
Kung Fu Hustle
Shaolin Soccer
Crouching Tiger
Hidden Dragon
House of Flying Daggers
Hero
Infernal Affairs
Memories of Murder
The Host
Train to Busan
The Man from Nowhere
I Saw the Devil
A Tale of Two Sisters
Spirited Away
My Neighbor Totoro
Howl's Moving Castle
Kiki's Delivery Service
Ponyo
The Wind Rises
Laputa: Castle in the Sky
Akira
Ghost in the Shell
Ninja Scroll
Perfect Blue
Battle Royale
The Handmaiden
The Chaser
Mother
The Wailing
Burning
Shoplifters
A Separation
About Elly
The Salesman
In the Mood for Love
Chungking Express
Happy Together
Farewell My Concubine
Raise the Red Lantern
Lust
Caution
The Grandmaster
Ip Man
Shaolin
Enter the Dragon
Fist of Fury
The 36th Chamber of Shaolin
Once Upon a Time in China
Drunken Master
Police Story
Rush Hour
Lethal Weapon
Bad Boys
48 Hrs.
The Blues Brothers
The Naked Gun: From the Files of Police Squad!
Zombieland
Dawn of the Dead (2004)
Trainspotting
Black Swan
The Wrestler
Million Dollar Baby
Creed
Rocky Balboa
The Fighter
The Karate Kid (1984)
Karate Kid Part II
The Last Dragon
Bloodsport
Ong-Bak: Muay Thai Warrior
The Raid: Redemption
The Raid 2
John Wick
John Wick: Chapter 2
John Wick: Chapter 3 – Parabellum
Taken
The Equalizer
The Bourne Identity
The Bourne Supremacy
The Bourne Ultimatum
Mission: Impossible
Mission: Impossible II
Mission: Impossible III
Mission: Impossible – Ghost Protocol
Mission: Impossible – Rogue Nation
Mission: Impossible – Fallout
The Italian Job (2003)
Ocean's Eleven
Ocean's Twelve
Ocean's Thirteen
Now You See Me
The Thomas Crown Affair
Catch Me If You Can
The Aviator
American Hustle
The Big Short
Margin Call
Inside Job
Too Big to Fail
Steve Jobs
Pirates of the Caribbean: The Curse of the Black Pearl
Pirates of the Caribbean: Dead Man's Chest
Pirates of the Caribbean: At World's End
Pirates of the Caribbean: On Stranger Tides
Pirates of the Caribbean: Dead Men Tell No Tales
National Treasure
National Treasure: Book of Secrets
Sherlock Holmes (2009)
Sherlock Holmes: A Game of Shadows
The Mummy (1999)
The Mummy Returns
King Arthur (2004)
Robin Hood (2010)
Kingdom of Heaven
The Last Samurai
Memoirs of a Geisha
Red Cliff
The Forbidden Kingdom
Mulan (1998)
Mulan (2020)
Aladdin (1992)
Aladdin (2019)
Beauty and the Beast (1991)
Beauty and the Beast (2017)
Pocahontas
The Hunchback of Notre Dame
Tarzan (1999)
Tarzan (2013)
Jungle Book (1967)
The Jungle Book (2016)
Frozen
Frozen II
Moana
Tangled
Zootopia
Big Hero 6
Wreck-It Ralph
Ralph Breaks the Internet
Despicable Me
Despicable Me 2
Minions
The Secret Life of Pets
Sing
Hotel Transylvania
Hotel Transylvania 2
Hotel Transylvania 3: Summer Vacation
The Incredibles 2
Onward
Soul
Luca
Encanto
Raya and the Last Dragon
Avengers: Endgame
Avengers: Age of Ultron
Captain Marvel
Thor: Ragnarok
Guardians of the Galaxy Vol. 2
Ant-Man
Ant-Man and the Wasp
Shang-Chi and the Legend of the Ten Rings
Eternals
Doctor Strange in the Multiverse of Madness
Spider-Man: No Way Home
The Batman
Venom
Morbius
The Suicide Squad
Black Adam
Wonder Woman 1984
The Flash
Justice League
Zack Snyder's Justice League
Sin City
300
Watchmen
V for Vendetta
Dune (2021)
Blade Runner 2049
The Martian
Gravity
Dunkirk
1917
Fury
Hacksaw Ridge
The Thin Red Line
Letters from Iwo Jima
Flags of Our Fathers
Doctor Zhivago
The Killing Fields
The Last Emperor
Gandhi
Malcolm X
Selma
12 Years a Slave
Lincoln
Amistad
Glory
The Color Purple
Precious
The Help
Hidden Figures
Good Will Hunting
Dead Poets Society
Risky Business
Pretty in Pink
Say Anything...
Sixteen Candles
St. Elmo's Fire
Back to the Future Part II
Back to the Future Part III
Labyrinth
Legend
Big Trouble in Little China
The Last Starfighter
Spaceballs
Galaxy Quest
Men in Black II
Men in Black 3
The Mask
Ace Ventura: Pet Detective
Ace Ventura: When Nature Calls
The Cable Guy
Liar Liar
Bruce Almighty
Evan Almighty
Click
Yes Man
Bedtime Stories
The Number 23
The Lake House
What Women Want
13 Going on 30
50 First Dates
The Proposal
Forgetting Sarah Marshall
Get Him to the Greek
I Love You
Man
This Is 40
Trainwreck
The Intern
The Devil Wears Prada
Julie & Julia
The Holiday
Love Actually
Notting Hill
Bridget Jones's Diary
Bridget Jones: The Edge of Reason
Four Weddings and a Funeral
About Time
500 Days of Summer
Yesterday
Sing Street
Once
Begin Again
Chitty Chitty Bang Bang
Willy Wonka & the Chocolate Factory
Matilda
The Parent Trap (1961)
The Parent Trap (1998)
Freaky Friday (1976)
Freaky Friday (2003)
The Princess Diaries
Ella Enchanted
High School Musical
Camp Rock
Hairspray (2007)
Pitch Perfect
Bring It On
Mean Girls
Clueless
Legally Blonde
10 Things I Hate About You
She's All That
Can't Hardly Wait
American Pie
Road Trip
EuroTrip
Due Date
Get Hard
Hall Pass
The Wedding Singer
The Other Guys
Paul
Hot Pursuit
We're the Millers
Spy
The Man from U.N.C.L.E.
Red
Red 2
The Hitman's Bodyguard
Central Intelligence
Keeping Up with the Joneses
Baywatch
Daddy's Home
Daddy's Home 2
The House
Office Christmas Party
The Interview
The Dictator
Horrible Bosses
Horrible Bosses 2
21 Jump Street
22 Jump Street
The Nice Guys
Kiss Kiss Bang Bang
Smokin' Aces
Lucky Number Slevin
The Boondock Saints
Training Day
American Gangster
Law Abiding Citizen
Inside Man
The Town
Mystic River
Gone Baby Gone
Shutter Island
Prisoners
Zodiac
The Girl with the Dragon Tattoo (2009)
The Girl with the Dragon Tattoo (2011)
Drive
Nightcrawler
The Neon Demon
Only God Forgives
Collateral
Heat
Bonnie and Clyde
Thelma & Louise
Natural Born Killers
The Hateful Eight
Inglourious Basterds
Once Upon a Time in Hollywood
Casino
The Godfather: Part III
A Bronx Tale
Mean Streets
The Untouchables
Miller's Crossing
Barton Fink
Joy
The Founder
Burnt
Jiro Dreams of Sushi
Supersize Me
Food
Inc.
Super Size Me 2: Holy Chicken!
Forks Over Knives
Sicko
The Corporation
An Inconvenient Truth
Before the Flood
March of the Penguins
Earth
Home
Winged Migration
Baraka
Samsara
Koyaanisqatsi
Chronos
Man on Wire
Exit Through the Gift Shop
Searching for Sugar Man
Amy
RBG
Won't You Be My Neighbor?
Bowling for Columbine
Fahrenheit 9/11
Vice
The Fog of War
Citizenfour
The Act of Killing
The Look of Silence
Grizzly Man
The Cove
Blackfish
Virunga
Restrepo
Rescue Dawn
Lone Survivor
Zero Dark Thirty
13 Hours: The Secret Soldiers of Benghazi
American Sniper
Jarhead
Midway (2019)
Tora! Tora! Tora!
The Battle of Algiers
Hotel Rwanda
Blood Diamond
Argo
Life of Pi
Cast Away
The Terminal
Sully
Ad Astra
Passengers
Ex Machina
Blade Runner
Solaris (1972)
The Andromeda Strain
Forbidden Planet
Contact
The Day the Earth Stood Still (1951)
War of the Worlds (2005)
Signs
The Faculty
Super 8
Chronicle (2012)
Another Earth
Safety Not Guaranteed
Moon
Primer
Coherence
The Man from Earth (2007)
The Butterfly Effect
12 Monkeys
Looper
Predestination
Edge of Tomorrow
Source Code
Oblivion
Elysium
District 9
Chappie
Upgrade
The Circle
Snowden
The Imitation Game
The Theory of Everything
The King's Speech
The Queen
Darkest Hour
The Iron Lady
Milk
Dallas Buyers Club
Capote
Monster
Ray
Walk the Line
Crazy Heart
La Vie en Rose
Les Misérables (2012)
The Hunchback of Notre Dame
Evita
Moulin Rouge!
Chicago (2002)
Dreamgirls
Grease
Saturday Night Fever
Fame (1980)
Flashdance
Footloose (1984)
Dirty Dancing
Sister Act
Do the Right Thing
Jungle Fever
School Daze
Boyz n the Hood
Menace II Society
Friday (1995)
Next Friday
House Party
Poetic Justice
Love & Basketball
Glory Road
Coach Carter
Remember the Titans
Any Given Sunday
The Blind Side
Invincible
Rudy
We Are Marshall
Hoosiers
The Mighty Ducks
The Sandlot
A League of Their Own
Field of Dreams
Moneyball
The Natural
Chariots of Fire
Invictus
Miracle
Cool Runnings
The Longest Yard
Major League
Happy Gilmore
Caddyshack
The Waterboy
Kingpin
Slap Shot
Happy Feet
Babe
Charlotte's Web (2006)
Stuart Little
Alvin and the Chipmunks
The Muppet Movie
The Muppets
Muppets Most Wanted
Mary Poppins Returns
Bedknobs and Broomsticks
The NeverEnding Story
The Dark Crystal
Black Widow (2021)
Spider-Man: Far From Home (2019)
Spider-Man: Homecoming (2017)
Tenet (2020)
No Time to Die (2021)
Casino Royale (2006)
Skyfall (2012)
Spectre (2015)
Quantum of Solace (2008)
Spotlight (2015)
Slumdog Millionaire (2008)
The Hurt Locker (2008)
Arrival (2016)
Mad Max: Fury Road (2015)
Get Out (2017)
Us (2019)
Knives Out (2019)
Jojo Rabbit (2019)
Ford v Ferrari (2019)
The Farewell (2019)
Minari (2020)
Promising Young Woman (2020)
King Richard (2021)
Belfast (2021)
Licorice Pizza (2021)
The Power of the Dog (2021)
Don't Look Up (2021)
Turning Red (2022)
Lightyear (2022)
Top Gun: Maverick (2022)
Glass Onion: A Knives Out Mystery (2022)
Avatar: The Way of Water (2022)
Thor: Love and Thunder (2022)
Black Panther: Wakanda Forever (2022)
Aquaman and the Lost Kingdom (2023)
Oppenheimer (2023)
Barbie (2023)
Guardians of the Galaxy Vol. 3 (2023)
Indiana Jones and the Dial of Destiny (2023)
Nope (2022)
X (2022)
The Woman King (2022)
Aftersun (2022)
Cha Cha Real Smooth (2022)
Women Talking (2022)
Dog (2022)
The Banshees of Inisherin (2022)
Marcel the Shell with Shoes On (2021)
The Green Knight (2021)
Last Night in Soho (2021)
The Tragedy of Macbeth (2021)
CODA (2021)
The French Dispatch (2021)
Spencer (2021)
The Card Counter (2021)
The Unforgivable (2021)
Being the Ricardos (2021)
House of Gucci (2021)
The Eyes of Tammy Faye (2021)
Emancipation (2022)
The Bubble (2022)
White Noise (2022)
Living (2022)
Men (2022)
Bridge of Spies (2015)
Mulholland Drive (2001)
Kill Bill: Vol. 1 (2003)
Kill Bill: Vol. 2 (2004)
Brokeback Mountain (2005)
The Curious Case of Benjamin Button (2008)
Inglourious Basterds (2009)
Up in the Air (2009)
Ex Machina (2014)
Lady Bird (2017)
Phantom Thread (2017)
"Three Billboards Outside Ebbing, Missouri (2017)"
Baby Driver (2017)
Little Women (2019)
The Lighthouse (2019)
Uncut Gems (2019)
Nomadland (2020)
Judas and the Black Messiah (2021)
The Mitchells vs. the Machines (2021)
Free Guy (2021)
Spider-Man: Across the Spider-Verse (2023)
The Incredibles 2 (2018)
The Conjuring (2013)
The Conjuring 2 (2016)
Insidious: Chapter 2 (2013)
Sinister 2 (2015)
It Chapter Two (2019)
A Quiet Place Part II (2020)
The Invisible Man (2020)
The Witch (2015)
Scream (2022)
Halloween Kills (2021)
Halloween Ends (2022)
The Nun (2018)
Doctor Sleep (2019)
Malignant (2021)
Anchorman 2: The Legend Continues (2013)
The Heat (2013)
Pitch Perfect 2 (2015)
Pitch Perfect 3 (2017)
Popstar: Never Stop Never Stopping (2016)
Blockers (2018)
Booksmart (2019)
The Disaster Artist (2017)
Vacation (2015)
"Game Over, Man! (2018)"
Stuber (2019)
Long Shot (2019)
Bad Trip (2021)
"Love, Simon (2018)"
Isn't It Romantic (2019)
Always Be My Maybe (2019)
Palm Springs (2020)
Holidate (2020)
The Half of It (2020)
A Ghost Story (2017)
Columbus (2017)
Under the Skin (2013)
Room (2015)
First Cow (2019)
The Souvenir (2019)
The Killing of a Sacred Deer (2017)
Motherless Brooklyn (2019)
The Rider (2017)
Paterson (2016)
Swiss Army Man (2016)
The Art of Self-Defense (2019)
Extraction (2020)
6 Underground (2019)
The Old Guard (2020)
Bloodshot (2020)
Nobody (2021)
F9 (2021)
Hobbs & Shaw (2019)
Furious 7 (2015)
The Fate of the Furious (2017)
Sicario (2015)
Sicario: Day of the Soldado (2018)
Man on Fire (2004)
Olympus Has Fallen (2013)
London Has Fallen (2016)
Angel Has Fallen (2019)
Red Notice (2021)
The Gentlemen (2019)
The Death of Stalin (2017)
Dolemite Is My Name (2019)
Bad Education (2019)
Borat Subsequent Moviefilm (2020)
On the Rocks (2020)
Coming 2 America (2021)
The King of Staten Island (2020)
Hustlers (2019)
Underwater (2020)
The Night House (2020)
The Rental (2020)
Antebellum (2020)
Relic (2020)
The Dig (2021)
Mass (2021)
C’mon C’mon (2021)
Annette (2021)
Flag Day (2021)
The Lost Daughter (2021)
